date,day_of_week,ingredient,unit,opening_stock,received_qty,usage_qty,wastage_qty,closing_stock,par_level,reorder_point,low_stock_alert,expiry_risk_flag,daily_ingredient_cost_aed
2024-11-06,Wednesday,Acai (frozen),kg,7.33,0,5.09,0.04,2.2,8,2.5,1,0,330.85
2024-11-06,Wednesday,Granola,kg,3.08,0,1.42,0.04,1.62,3,0.8,0,0,25.56
2024-11-06,Wednesday,Chia Seeds,kg,0.95,0,0.33,0.0,0.62,1,0.2,0,0,9.9
2024-11-06,Wednesday,Nutella,kg,4.02,0,1.96,0.08,1.98,4,1,0,0,54.88
2024-11-06,Wednesday,Maple Syrup,litres,2.07,0,0.99,0.04,1.04,2,0.5,0,0,41.58
2024-11-06,Wednesday,Hashbrown (frozen),pcs,107.36,0,60.27,0.73,46.36,120,40,0,0,90.41
2024-11-06,Wednesday,Bacon Strips,pcs,83.89,0,38.49,1.09,44.31,80,25,0,0,115.47
2024-11-06,Wednesday,Chicken Sausage,pcs,40.1,0,26.39,1.22,12.49,50,15,1,0,105.56
2024-11-06,Wednesday,Chicken Hotdog,pcs,15.64,0,5.6,0.16,9.88,15,5,0,0,28.0
2024-11-06,Wednesday,Beef Hotdog,pcs,21.54,0,9.56,0.34,11.64,20,6,0,0,57.36
2024-11-06,Wednesday,Mushrooms,kg,3.85,0,1.56,0.04,2.25,4,1,0,0,28.08
2024-11-06,Wednesday,Carrot,pcs,8.46,0,2.76,0.02,5.68,8,3,0,0,2.76
2024-11-06,Wednesday,Capsicum,kg,4.39,0,2.48,0.09,1.82,5,1.5,0,0,24.8
2024-11-06,Wednesday,Spinach,kg,3.02,0,1.37,0.07,1.58,3,0.8,0,0,16.44
2024-11-06,Wednesday,Tortilla Wraps,pcs,58.01,0,36.83,0.71,20.47,70,20,0,0,44.2
2024-11-06,Wednesday,Pasta (various),kg,10.41,0,4.17,0.07,6.17,10,3,0,0,33.36
2024-11-06,Wednesday,Sriracha Sauce,litres,1.09,0,0.58,0.01,0.5,1,0.3,0,0,14.5
2024-11-06,Wednesday,BBQ Sauce,litres,0.95,0,0.34,0.0,0.61,1,0.2,0,0,6.12
2024-11-06,Wednesday,Chocolate (cooking),kg,2.03,0,0.86,0.02,1.15,2,0.5,0,0,27.52
2024-11-06,Wednesday,Coconut Flakes,kg,1.04,0,0.57,0.02,0.45,1,0.3,0,0,11.4
2024-11-06,Wednesday,Peanut Butter,kg,1.36,0,0.83,0.0,0.53,1.5,0.4,0,0,14.94
2024-11-06,Wednesday,Gloves (box),boxes,2.63,0,0.19,0.01,2.43,3,1,0,0,4.18
2024-11-07,Thursday,Chicken Breast,kg,26.81,39.2,15.46,0.54,50.01,25,10,0,0,432.88
2024-11-07,Thursday,Beef Patty (Wagyu),pcs,100.97,164.5,65.68,3.07,196.72,100,30,0,0,1182.24
2024-11-07,Thursday,Ribeye Steak,portions,15.32,24.5,8.36,0.08,31.38,15,5,0,0,459.8
2024-11-07,Thursday,Beef Brisket,kg,7.35,12.25,4.56,0.11,14.93,8,3,0,0,205.2
2024-11-07,Thursday,Salmon Fillet,portions,15.33,28.0,11.76,0.03,31.54,18,6,0,0,411.6
2024-11-07,Thursday,Prawn (Sriracha),portions,12.29,17.5,5.45,0.21,24.13,12,4,0,0,119.9
2024-11-07,Thursday,Eggs,pcs,326.51,630.0,229.06,0.54,726.91,360,100,0,0,183.25
2024-11-07,Thursday,Milk,litres,35.74,63.0,24.77,1.09,72.88,40,12,0,0,148.62
2024-11-07,Thursday,Espresso Beans (Lavazza),kg,4.93,6.3,1.86,0.01,9.36,5,1.5,0,0,176.7
2024-11-07,Thursday,Mozzarella Cheese,kg,5.88,8.75,2.8,0.05,11.78,6,2,0,0,126.0
2024-11-07,Thursday,Feta Cheese,kg,2.19,2.8,1.17,0.05,3.77,2,0.5,0,0,44.46
2024-11-07,Thursday,Parmigiano,kg,1.46,1.75,0.66,0.01,2.54,1.5,0.4,0,0,36.3
2024-11-07,Thursday,Avocado,pcs,53.49,77.0,25.9,0.54,104.05,50,15,0,1,103.6
2024-11-07,Thursday,Brioche Buns,pcs,102.79,210.0,77.22,0.37,235.2,120,40,0,0,193.05
2024-11-07,Thursday,Sourdough Bread,loaves,14.75,28.0,9.13,0.33,33.29,18,5,0,0,109.56
2024-11-07,Thursday,Croissant,pcs,28.14,52.5,21.76,0.69,58.19,35,10,0,1,87.04
2024-11-07,Thursday,French Fries (frozen),kg,24.55,42.0,15.12,0.57,50.86,28,8,0,0,136.08
2024-11-07,Thursday,Sweet Corn,kg,3.13,5.6,1.82,0.06,6.85,4,1,0,0,12.74
2024-11-07,Thursday,Green Peas,kg,1.21,1.75,0.64,0.03,2.29,1.5,0.4,0,0,5.12
2024-11-07,Thursday,Lemon Juice,ml,1745.85,2800.0,1140.48,5.4,3399.97,2000,500,0,0,22.81
2024-11-07,Thursday,Olive Oil,litres,1.58,1.75,0.73,0.03,2.57,1.5,0.4,0,0,25.55
2024-11-07,Thursday,White Sugar,kg,3.02,3.5,1.46,0.05,5.01,3,0.8,0,0,5.84
2024-11-07,Thursday,Strawberries,kg,7.3,10.5,3.53,0.11,14.16,7,2,0,1,77.66
2024-11-07,Thursday,Banana,kg,9.64,14.0,5.12,0.15,18.37,10,3,0,0,40.96
2024-11-07,Thursday,Acai (frozen),kg,8.25,12.25,3.77,0.09,16.64,8,2.5,0,0,245.05
2024-11-07,Thursday,Granola,kg,3.23,4.2,1.44,0.02,5.97,3,0.8,0,0,25.92
2024-11-07,Thursday,Chia Seeds,kg,0.81,1.05,0.44,0.02,1.4,1,0.2,0,0,13.2
2024-11-07,Thursday,Nutella,kg,3.3,5.25,1.82,0.06,6.67,4,1,0,0,50.96
2024-11-07,Thursday,Maple Syrup,litres,1.95,2.8,1.02,0.01,3.72,2,0.5,0,0,42.84
2024-11-07,Thursday,Hashbrown (frozen),pcs,108.71,192.5,64.15,1.54,235.52,120,40,0,0,96.23
2024-11-07,Thursday,Bacon Strips,pcs,62.6,122.5,48.29,0.65,136.16,80,25,0,0,144.87
2024-11-07,Thursday,Chicken Sausage,pcs,43.77,70.0,24.34,0.37,89.06,50,15,0,0,97.36
2024-11-07,Thursday,Chicken Hotdog,pcs,13.22,14.0,4.32,0.16,22.74,15,5,0,0,21.6
2024-11-07,Thursday,Beef Hotdog,pcs,16.13,28.0,11.79,0.51,31.83,20,6,0,0,70.74
2024-11-07,Thursday,Mushrooms,kg,3.66,5.25,1.79,0.03,7.09,4,1,0,1,32.22
2024-11-07,Thursday,Carrot,pcs,6.24,7.0,2.5,0.08,10.66,8,3,0,0,2.5
2024-11-07,Thursday,Capsicum,kg,4.76,7.0,2.88,0.08,8.8,5,1.5,0,0,28.8
2024-11-07,Thursday,Spinach,kg,3.19,3.5,1.46,0.05,5.18,3,0.8,0,1,17.52
2024-11-07,Thursday,Tortilla Wraps,pcs,73.99,105.0,39.44,1.41,138.14,70,20,0,0,47.33
2024-11-07,Thursday,Pasta (various),kg,10.22,14.0,5.46,0.02,18.74,10,3,0,0,43.68
2024-11-07,Thursday,Sriracha Sauce,litres,1.08,1.4,0.57,0.03,1.88,1,0.3,0,0,14.25
2024-11-07,Thursday,BBQ Sauce,litres,0.97,1.05,0.38,0.01,1.63,1,0.2,0,0,6.84
2024-11-07,Thursday,Chocolate (cooking),kg,1.67,2.8,1.08,0.02,3.37,2,0.5,0,0,34.56
2024-11-07,Thursday,Coconut Flakes,kg,0.86,1.4,0.45,0.0,1.81,1,0.3,0,0,9.0
2024-11-07,Thursday,Peanut Butter,kg,1.47,2.1,0.76,0.01,2.8,1.5,0.4,0,0,13.68
2024-11-07,Thursday,Gloves (box),boxes,2.77,0.53,0.18,0.0,3.12,3,1,0,0,3.96
2024-11-08,Friday,Chicken Breast,kg,25.14,0,15.52,0.16,9.46,25,10,1,0,434.56
2024-11-08,Friday,Beef Patty (Wagyu),pcs,87.53,0,70.26,1.16,16.11,100,30,1,0,1264.68
2024-11-08,Friday,Ribeye Steak,portions,16.29,0,9.89,0.01,6.39,15,5,0,0,543.95
2024-11-08,Friday,Beef Brisket,kg,7.06,0,5.37,0.23,1.46,8,3,1,0,241.65
2024-11-08,Friday,Salmon Fillet,portions,15.54,0,14.58,0.05,0.91,18,6,1,0,510.3
2024-11-08,Friday,Prawn (Sriracha),portions,9.92,0,8.51,0.27,1.14,12,4,1,0,187.22
2024-11-08,Friday,Eggs,pcs,297.56,0,290.51,4.79,2.26,360,100,1,0,232.41
2024-11-08,Friday,Milk,litres,35.42,0,31.54,0.41,3.47,40,12,1,0,189.24
2024-11-08,Friday,Espresso Beans (Lavazza),kg,5.43,0,2.63,0.06,2.74,5,1.5,0,0,249.85
2024-11-08,Friday,Mozzarella Cheese,kg,4.71,0,4.73,0.18,0,6,2,1,0,212.85
2024-11-08,Friday,Feta Cheese,kg,2.15,0,1.26,0.06,0.83,2,0.5,0,0,47.88
2024-11-08,Friday,Parmigiano,kg,1.36,0,0.71,0.02,0.63,1.5,0.4,0,0,39.05
2024-11-08,Friday,Avocado,pcs,42.79,0,36.68,1.3,4.81,50,15,1,0,146.72
2024-11-08,Friday,Brioche Buns,pcs,117.32,0,83.9,0.82,32.6,120,40,1,0,209.75
2024-11-08,Friday,Sourdough Bread,loaves,16.04,0,15.57,0.32,0.15,18,5,1,0,186.84
2024-11-08,Friday,Croissant,pcs,30.19,0,29.41,0.53,0.25,35,10,1,0,117.64
2024-11-08,Friday,French Fries (frozen),kg,28.31,0,22.47,0.35,5.49,28,8,1,0,202.23
2024-11-08,Friday,Sweet Corn,kg,3.07,0,2.86,0.13,0.08,4,1,1,0,20.02
2024-11-08,Friday,Green Peas,kg,1.2,0,0.95,0.05,0.2,1.5,0.4,1,0,7.6
2024-11-08,Friday,Lemon Juice,ml,2011.16,0,1130.19,22.05,858.92,2000,500,0,0,22.6
2024-11-08,Friday,Olive Oil,litres,1.2,0,0.86,0.0,0.34,1.5,0.4,1,0,30.1
2024-11-08,Friday,White Sugar,kg,2.33,0,1.72,0.04,0.57,3,0.8,1,0,6.88
2024-11-08,Friday,Strawberries,kg,6.24,0,5.17,0.13,0.94,7,2,1,0,113.74
2024-11-08,Friday,Banana,kg,10.91,0,6.54,0.05,4.32,10,3,0,0,52.32
2024-11-08,Friday,Acai (frozen),kg,7.37,0,6.23,0.21,0.93,8,2.5,1,0,404.95
2024-11-08,Friday,Granola,kg,3.11,0,1.87,0.07,1.17,3,0.8,0,0,33.66
2024-11-08,Friday,Chia Seeds,kg,0.83,0,0.59,0.02,0.22,1,0.2,0,0,17.7
2024-11-08,Friday,Nutella,kg,3.0,0,2.29,0.01,0.7,4,1,1,0,64.12
2024-11-08,Friday,Maple Syrup,litres,2.0,0,1.32,0.05,0.63,2,0.5,0,0,55.44
2024-11-08,Friday,Hashbrown (frozen),pcs,102.3,0,88.32,2.01,11.97,120,40,1,0,132.48
2024-11-08,Friday,Bacon Strips,pcs,87.2,0,50.28,0.4,36.52,80,25,0,0,150.84
2024-11-08,Friday,Chicken Sausage,pcs,51.52,0,35.07,1.08,15.37,50,15,0,0,140.28
2024-11-08,Friday,Chicken Hotdog,pcs,15.49,0,7.2,0.29,8.0,15,5,0,0,36.0
2024-11-08,Friday,Beef Hotdog,pcs,21.96,0,12.1,0.29,9.57,20,6,0,0,72.6
2024-11-08,Friday,Mushrooms,kg,3.66,0,2.32,0.09,1.25,4,1,0,0,41.76
2024-11-08,Friday,Carrot,pcs,6.17,0,3.11,0.14,2.92,8,3,1,0,3.11
2024-11-08,Friday,Capsicum,kg,5.06,0,3.49,0.15,1.42,5,1.5,1,0,34.9
2024-11-08,Friday,Spinach,kg,3.05,0,1.84,0.08,1.13,3,0.8,0,0,22.08
2024-11-08,Friday,Tortilla Wraps,pcs,74.35,0,51.41,2.24,20.7,70,20,0,0,61.69
2024-11-08,Friday,Pasta (various),kg,10.12,0,6.36,0.17,3.59,10,3,0,0,50.88
2024-11-08,Friday,Sriracha Sauce,litres,0.87,0,0.61,0.02,0.24,1,0.3,1,0,15.25
2024-11-08,Friday,BBQ Sauce,litres,0.76,0,0.57,0.01,0.18,1,0.2,1,0,10.26
2024-11-08,Friday,Chocolate (cooking),kg,2.15,0,1.39,0.05,0.71,2,0.5,0,0,44.48
2024-11-08,Friday,Coconut Flakes,kg,0.88,0,0.74,0.03,0.11,1,0.3,1,0,14.8
2024-11-08,Friday,Peanut Butter,kg,1.53,0,0.98,0.01,0.54,1.5,0.4,0,0,17.64
2024-11-08,Friday,Gloves (box),boxes,2.65,0,0.26,0.01,2.38,3,1,0,0,5.72
2024-11-09,Saturday,Chicken Breast,kg,20.81,0,18.33,0.63,1.85,25,10,1,0,513.24
2024-11-09,Saturday,Beef Patty (Wagyu),pcs,105.88,0,66.89,0.57,38.42,100,30,0,0,1204.02
2024-11-09,Saturday,Ribeye Steak,portions,12.66,0,13.08,0.39,0,15,5,1,0,719.4
2024-11-09,Saturday,Beef Brisket,kg,8.28,0,5.95,0.08,2.25,8,3,1,0,267.75
2024-11-09,Saturday,Salmon Fillet,portions,18.58,0,11.5,0.54,6.54,18,6,0,0,402.5
2024-11-09,Saturday,Prawn (Sriracha),portions,12.31,0,9.78,0.33,2.2,12,4,1,0,215.16
2024-11-09,Saturday,Eggs,pcs,386.75,0,325.59,9.21,51.95,360,100,1,0,260.47
2024-11-09,Saturday,Milk,litres,32.97,0,25.49,0.83,6.65,40,12,1,0,152.94
2024-11-09,Saturday,Espresso Beans (Lavazza),kg,5.04,0,3.16,0.06,1.82,5,1.5,0,0,300.2
2024-11-09,Saturday,Mozzarella Cheese,kg,6.25,0,3.47,0.15,2.63,6,2,0,0,156.15
2024-11-09,Saturday,Feta Cheese,kg,2.02,0,1.43,0.06,0.53,2,0.5,0,0,54.34
2024-11-09,Saturday,Parmigiano,kg,1.26,0,0.93,0.02,0.31,1.5,0.4,1,0,51.15
2024-11-09,Saturday,Avocado,pcs,37.94,0,30.83,0.7,6.41,50,15,1,0,123.32
2024-11-09,Saturday,Brioche Buns,pcs,124.05,0,104.02,1.7,18.33,120,40,1,0,260.05
2024-11-09,Saturday,Sourdough Bread,loaves,14.89,0,14.33,0.35,0.21,18,5,1,0,171.96
2024-11-09,Saturday,Croissant,pcs,27.58,0,22.49,0.03,5.06,35,10,1,0,89.96
2024-11-09,Saturday,French Fries (frozen),kg,23.98,0,22.85,0.86,0.27,28,8,1,0,205.65
2024-11-09,Saturday,Sweet Corn,kg,3.62,0,2.34,0.09,1.19,4,1,0,0,16.38
2024-11-09,Saturday,Green Peas,kg,1.43,0,0.88,0.01,0.54,1.5,0.4,0,0,7.04
2024-11-09,Saturday,Lemon Juice,ml,1896.17,0,1335.79,12.63,547.75,2000,500,0,0,26.72
2024-11-09,Saturday,Olive Oil,litres,1.19,0,0.87,0.04,0.28,1.5,0.4,1,0,30.45
2024-11-09,Saturday,White Sugar,kg,2.27,0,1.44,0.04,0.79,3,0.8,1,0,5.76
2024-11-09,Saturday,Strawberries,kg,6.44,0,4.99,0.2,1.25,7,2,1,0,109.78
2024-11-09,Saturday,Banana,kg,10.24,0,7.32,0.26,2.66,10,3,1,0,58.56
2024-11-09,Saturday,Acai (frozen),kg,8.65,0,5.01,0.21,3.43,8,2.5,0,0,325.65
2024-11-09,Saturday,Granola,kg,3.12,0,2.19,0.0,0.93,3,0.8,0,0,39.42
2024-11-09,Saturday,Chia Seeds,kg,0.77,0,0.45,0.01,0.31,1,0.2,0,0,13.5
2024-11-09,Saturday,Nutella,kg,3.78,0,2.82,0.09,0.87,4,1,1,0,78.96
2024-11-09,Saturday,Maple Syrup,litres,1.98,0,1.3,0.05,0.63,2,0.5,0,0,54.6
2024-11-09,Saturday,Hashbrown (frozen),pcs,124.47,0,99.1,4.32,21.05,120,40,1,0,148.65
2024-11-09,Saturday,Bacon Strips,pcs,84.34,0,66.73,1.28,16.33,80,25,1,0,200.19
2024-11-09,Saturday,Chicken Sausage,pcs,45.0,0,34.78,1.04,9.18,50,15,1,0,139.12
2024-11-09,Saturday,Chicken Hotdog,pcs,14.55,0,5.87,0.25,8.43,15,5,0,0,29.35
2024-11-09,Saturday,Beef Hotdog,pcs,15.44,0,13.35,0.18,1.91,20,6,1,0,80.1
2024-11-09,Saturday,Mushrooms,kg,4.13,0,2.22,0.03,1.88,4,1,0,0,39.96
2024-11-09,Saturday,Carrot,pcs,8.14,0,2.99,0.05,5.1,8,3,0,0,2.99
2024-11-09,Saturday,Capsicum,kg,4.72,0,3.12,0.1,1.5,5,1.5,1,0,31.2
2024-11-09,Saturday,Spinach,kg,2.84,0,1.79,0.05,1.0,3,0.8,0,0,21.48
2024-11-09,Saturday,Tortilla Wraps,pcs,64.02,0,42.73,1.06,20.23,70,20,0,0,51.28
2024-11-09,Saturday,Pasta (various),kg,7.83,0,6.88,0.13,0.82,10,3,1,0,55.04
2024-11-09,Saturday,Sriracha Sauce,litres,0.97,0,0.7,0.01,0.26,1,0.3,1,0,17.5
2024-11-09,Saturday,BBQ Sauce,litres,1.07,0,0.49,0.02,0.56,1,0.2,0,0,8.82
2024-11-09,Saturday,Chocolate (cooking),kg,1.72,0,1.27,0.03,0.42,2,0.5,1,0,40.64
2024-11-09,Saturday,Coconut Flakes,kg,1.1,0,0.65,0.01,0.44,1,0.3,0,0,13.0
2024-11-09,Saturday,Peanut Butter,kg,1.61,0,0.88,0.01,0.72,1.5,0.4,0,0,15.84
2024-11-09,Saturday,Gloves (box),boxes,2.67,0,0.27,0.0,2.4,3,1,0,0,5.94
2024-11-10,Sunday,Chicken Breast,kg,22.18,0,15.53,0.2,6.45,25,10,1,0,434.84
2024-11-10,Sunday,Beef Patty (Wagyu),pcs,78.12,0,82.16,3.19,0,100,30,1,0,1478.88
2024-11-10,Sunday,Ribeye Steak,portions,13.94,0,13.72,0.21,0.01,15,5,1,0,754.6
2024-11-10,Sunday,Beef Brisket,kg,7.14,0,5.96,0.18,1.0,8,3,1,0,268.2
2024-11-10,Sunday,Salmon Fillet,portions,14.04,0,14.98,0.56,0,18,6,1,0,524.3
2024-11-10,Sunday,Prawn (Sriracha),portions,11.2,0,7.96,0.12,3.12,12,4,1,0,175.12
2024-11-10,Sunday,Eggs,pcs,391.1,0,255.99,1.04,134.07,360,100,0,0,204.79
2024-11-10,Sunday,Milk,litres,31.33,0,25.9,0.48,4.95,40,12,1,0,155.4
2024-11-10,Sunday,Espresso Beans (Lavazza),kg,4.59,0,2.56,0.05,1.98,5,1.5,0,0,243.2
2024-11-10,Sunday,Mozzarella Cheese,kg,5.78,0,4.54,0.07,1.17,6,2,1,0,204.3
2024-11-10,Sunday,Feta Cheese,kg,1.58,0,1.35,0.06,0.17,2,0.5,1,0,51.3
2024-11-10,Sunday,Parmigiano,kg,1.38,0,0.9,0.03,0.45,1.5,0.4,0,0,49.5
2024-11-10,Sunday,Avocado,pcs,41.88,0,37.57,1.62,2.69,50,15,1,0,150.28
2024-11-10,Sunday,Brioche Buns,pcs,95.72,0,97.83,3.45,0,120,40,1,0,244.57
2024-11-10,Sunday,Sourdough Bread,loaves,13.52,0,12.73,0.32,0.47,18,5,1,0,152.76
2024-11-10,Sunday,Croissant,pcs,34.18,0,21.32,0.62,12.24,35,10,0,0,85.28
2024-11-10,Sunday,French Fries (frozen),kg,22.64,0,23.71,1.16,0,28,8,1,0,213.39
2024-11-10,Sunday,Sweet Corn,kg,4.15,0,3.14,0.08,0.93,4,1,1,0,21.98
2024-11-10,Sunday,Green Peas,kg,1.64,0,0.72,0.01,0.91,1.5,0.4,0,0,5.76
2024-11-10,Sunday,Lemon Juice,ml,1577.64,0,1212.24,45.29,320.11,2000,500,1,0,24.24
2024-11-10,Sunday,Olive Oil,litres,1.54,0,0.87,0.01,0.66,1.5,0.4,0,0,30.45
2024-11-10,Sunday,White Sugar,kg,2.52,0,1.92,0.0,0.6,3,0.8,1,0,7.68
2024-11-10,Sunday,Strawberries,kg,6.04,0,5.18,0.17,0.69,7,2,1,0,113.96
2024-11-10,Sunday,Banana,kg,10.37,0,7.73,0.32,2.32,10,3,1,0,61.84
2024-11-10,Sunday,Acai (frozen),kg,7.97,0,5.39,0.06,2.52,8,2.5,0,0,350.35
2024-11-10,Sunday,Granola,kg,2.5,0,2.07,0.07,0.36,3,0.8,1,0,37.26
2024-11-10,Sunday,Chia Seeds,kg,0.99,0,0.51,0.0,0.48,1,0.2,0,0,15.3
2024-11-10,Sunday,Nutella,kg,3.62,0,2.8,0.09,0.73,4,1,1,0,78.4
2024-11-10,Sunday,Maple Syrup,litres,1.7,0,1.53,0.01,0.16,2,0.5,1,0,64.26
2024-11-10,Sunday,Hashbrown (frozen),pcs,122.31,0,80.09,1.97,40.25,120,40,0,0,120.14
2024-11-10,Sunday,Bacon Strips,pcs,71.1,0,50.11,1.21,19.78,80,25,1,0,150.33
2024-11-10,Sunday,Chicken Sausage,pcs,53.57,0,28.47,1.18,23.92,50,15,0,0,113.88
2024-11-10,Sunday,Chicken Hotdog,pcs,13.16,0,6.82,0.25,6.09,15,5,0,0,34.1
2024-11-10,Sunday,Beef Hotdog,pcs,15.72,0,15.73,0.59,0,20,6,1,0,94.38
2024-11-10,Sunday,Mushrooms,kg,3.07,0,2.35,0.01,0.71,4,1,1,0,42.3
2024-11-10,Sunday,Carrot,pcs,6.49,0,2.89,0.09,3.51,8,3,0,0,2.89
2024-11-10,Sunday,Capsicum,kg,4.95,0,2.78,0.08,2.09,5,1.5,0,0,27.8
2024-11-10,Sunday,Spinach,kg,2.58,0,1.6,0.04,0.94,3,0.8,0,0,19.2
2024-11-10,Sunday,Tortilla Wraps,pcs,54.55,0,42.51,0.16,11.88,70,20,1,0,51.01
2024-11-10,Sunday,Pasta (various),kg,8.89,0,5.84,0.13,2.92,10,3,1,0,46.72
2024-11-10,Sunday,Sriracha Sauce,litres,0.82,0,0.79,0.0,0.03,1,0.3,1,0,19.75
2024-11-10,Sunday,BBQ Sauce,litres,0.78,0,0.43,0.01,0.34,1,0.2,0,0,7.74
2024-11-10,Sunday,Chocolate (cooking),kg,1.62,0,1.34,0.04,0.24,2,0.5,1,0,42.88
2024-11-10,Sunday,Coconut Flakes,kg,0.98,0,0.67,0.03,0.28,1,0.3,1,0,13.4
2024-11-10,Sunday,Peanut Butter,kg,1.33,0,0.93,0.01,0.39,1.5,0.4,1,0,16.74
2024-11-10,Sunday,Gloves (box),boxes,3.18,0,0.22,0.0,2.96,3,1,0,0,4.84
2024-11-11,Monday,Chicken Breast,kg,26.81,39.2,16.02,0.51,49.48,25,10,0,0,448.56
2024-11-11,Monday,Beef Patty (Wagyu),pcs,108.63,164.5,49.52,2.25,221.36,100,30,0,0,891.36
2024-11-11,Monday,Ribeye Steak,portions,16.14,24.5,8.97,0.26,31.41,15,5,0,0,493.35
2024-11-11,Monday,Beef Brisket,kg,6.42,12.25,4.46,0.02,14.19,8,3,0,0,200.7
2024-11-11,Monday,Salmon Fillet,portions,15.64,28.0,9.97,0.35,33.32,18,6,0,0,348.95
2024-11-11,Monday,Prawn (Sriracha),portions,11.82,17.5,6.52,0.28,22.52,12,4,0,0,143.44
2024-11-11,Monday,Eggs,pcs,279.15,630.0,252.87,1.6,654.68,360,100,0,0,202.3
2024-11-11,Monday,Milk,litres,41.94,63.0,20.53,0.48,83.93,40,12,0,0,123.18
2024-11-11,Monday,Espresso Beans (Lavazza),kg,4.72,6.3,1.97,0.01,9.04,5,1.5,0,0,187.15
2024-11-11,Monday,Mozzarella Cheese,kg,4.93,8.75,3.34,0.01,10.33,6,2,0,0,150.3
2024-11-11,Monday,Feta Cheese,kg,2.12,2.8,1.02,0.0,3.9,2,0.5,0,0,38.76
2024-11-11,Monday,Parmigiano,kg,1.3,1.75,0.56,0.02,2.47,1.5,0.4,0,0,30.8
2024-11-11,Monday,Avocado,pcs,38.04,77.0,22.7,1.12,91.22,50,15,0,1,90.8
2024-11-11,Monday,Brioche Buns,pcs,101.28,210.0,78.89,3.29,229.1,120,40,0,0,197.22
2024-11-11,Monday,Sourdough Bread,loaves,13.65,28.0,11.25,0.28,30.12,18,5,0,0,135.0
2024-11-11,Monday,Croissant,pcs,37.79,52.5,18.01,0.46,71.82,35,10,0,1,72.04
2024-11-11,Monday,French Fries (frozen),kg,28.15,42.0,16.83,0.57,52.75,28,8,0,0,151.47
2024-11-11,Monday,Sweet Corn,kg,3.57,5.6,1.88,0.05,7.24,4,1,0,0,13.16
2024-11-11,Monday,Green Peas,kg,1.6,1.75,0.61,0.01,2.73,1.5,0.4,0,0,4.88
2024-11-11,Monday,Lemon Juice,ml,1998.97,2800.0,929.35,3.23,3866.39,2000,500,0,0,18.59
2024-11-11,Monday,Olive Oil,litres,1.36,1.75,0.64,0.01,2.46,1.5,0.4,0,0,22.4
2024-11-11,Monday,White Sugar,kg,2.48,3.5,1.19,0.03,4.76,3,0.8,0,0,4.76
2024-11-11,Monday,Strawberries,kg,7.11,10.5,4.25,0.05,13.31,7,2,0,1,93.5
2024-11-11,Monday,Banana,kg,9.46,14.0,5.0,0.2,18.26,10,3,0,0,40.0
2024-11-11,Monday,Acai (frozen),kg,7.04,12.25,4.44,0.2,14.65,8,2.5,0,0,288.6
2024-11-11,Monday,Granola,kg,3.08,4.2,1.51,0.07,5.7,3,0.8,0,0,27.18
2024-11-11,Monday,Chia Seeds,kg,1.02,1.05,0.37,0.0,1.7,1,0.2,0,0,11.1
2024-11-11,Monday,Nutella,kg,3.76,5.25,2.09,0.07,6.85,4,1,0,0,58.52
2024-11-11,Monday,Maple Syrup,litres,1.63,2.8,0.97,0.04,3.42,2,0.5,0,0,40.74
2024-11-11,Monday,Hashbrown (frozen),pcs,112.64,192.5,66.37,0.01,238.76,120,40,0,0,99.56
2024-11-11,Monday,Bacon Strips,pcs,66.37,122.5,38.54,1.08,149.25,80,25,0,0,115.62
2024-11-11,Monday,Chicken Sausage,pcs,42.38,70.0,22.75,0.2,89.43,50,15,0,0,91.0
2024-11-11,Monday,Chicken Hotdog,pcs,14.8,14.0,4.17,0.2,24.43,15,5,0,0,20.85
2024-11-11,Monday,Beef Hotdog,pcs,16.71,28.0,9.59,0.37,34.75,20,6,0,0,57.54
2024-11-11,Monday,Mushrooms,kg,3.88,5.25,1.65,0.05,7.43,4,1,0,1,29.7
2024-11-11,Monday,Carrot,pcs,6.69,7.0,2.11,0.05,11.53,8,3,0,0,2.11
2024-11-11,Monday,Capsicum,kg,3.78,7.0,2.63,0.11,8.04,5,1.5,0,0,26.3
2024-11-11,Monday,Spinach,kg,3.16,3.5,1.1,0.0,5.56,3,0.8,0,1,13.2
2024-11-11,Monday,Tortilla Wraps,pcs,74.57,105.0,36.01,0.75,142.81,70,20,0,0,43.21
2024-11-11,Monday,Pasta (various),kg,9.8,14.0,5.25,0.03,18.52,10,3,0,0,42.0
2024-11-11,Monday,Sriracha Sauce,litres,0.96,1.4,0.46,0.01,1.89,1,0.3,0,0,11.5
2024-11-11,Monday,BBQ Sauce,litres,0.88,1.05,0.36,0.02,1.55,1,0.2,0,0,6.48
2024-11-11,Monday,Chocolate (cooking),kg,2.12,2.8,1.01,0.01,3.9,2,0.5,0,0,32.32
2024-11-11,Monday,Coconut Flakes,kg,0.95,1.4,0.56,0.0,1.79,1,0.3,0,0,11.2
2024-11-11,Monday,Peanut Butter,kg,1.46,2.1,0.78,0.01,2.77,1.5,0.4,0,0,14.04
2024-11-11,Monday,Gloves (box),boxes,3.24,0.53,0.18,0.0,3.59,3,1,0,0,3.96
2024-11-12,Tuesday,Chicken Breast,kg,18.76,0,16.1,0.21,2.45,25,10,1,0,450.8
2024-11-12,Tuesday,Beef Patty (Wagyu),pcs,84.89,0,58.95,1.92,24.02,100,30,1,0,1061.1
